# df_oferta
nombre_J	ubicacionesJ_x	ubicacionesJ_y 
j01	10	10 
j02	12	12 
j03	8	12 
j04	10	8 
j05	11	14 
j06	14	12 
j07	6	14 
j08	6	12 
j09	8	6 
j10	12	6 
j11	6	6 
j12	6	4 
j13	14	6 
j14	14	4 
j15	14	10 
j16	6	8 


# df_capac
nombre_J	servicio_K	s_jk	s_jk_10	s_jk_5	sigma_jk	c_jk	s_jk*c_jk	nombre_Jservicio_K 
j01	k10	j08	k08	8.0	0.0	0
j01	k10	j08	k09	9.0	0.0	0
j01	k10	j08	k10	10.0	0.0	0
j01	k10	j09	k01	1.0	0.0	0
j01	k10	j09	k02	2.0	0.0	0
j01	k10	j09	k03	3.0	0.0	0
j01	k10	j09	k04	4.0	0.0	0
j01	k10	j09	k05	5.0	0.0	0
j01	k10	j09	k06	6.0	0.0	0
j01	k10	j09	k07	7.0	0.0	0
j01	k10	j09	k08	8.0	0.0	0
j01	k10	j09	k09	9.0	0.0	0
j01	k10	j09	k10	10.0	0.0	0
j01	k10	j10	k01	1.0	0.0	0
j01	k10	j10	k02	2.0	0.0	0
j01	k10	j10	k03	3.0	0.0	0
j01	k10	j10	k04	4.0	0.0	0
j01	k10	j10	k05	5.0	0.0	0
j01	k10	j10	k06	6.0	0.0	0
j01	k10	j10	k07	7.0	0.0	0
j01	k10	j10	k08	8.0	0.0	0
j01	k10	j10	k09	9.0	0.0	0
j01	k10	j10	k10	10.0	0.0	0
j01	k10	j11	k01	1.0	0.0	0
j01	k10	j11	k02	2.0	0.0	0
j01	k10	j11	k03	3.0	0.0	0
j01	k10	j11	k04	4.0	0.0	0
j01	k10	j11	k05	5.0	0.0	0
j01	k10	j11	k06	6.0	0.0	0
j01	k10	j11	k07	7.0	0.0	0
j01	k10	j11	k08	8.0	0.0	0
j01	k10	j11	k09	9.0	0.0	0
j01	k10	j11	k10	10.0	0.0	0
j01	k10	j12	k01	1.0	0.0	0
j01	k10	j12	k02	2.0	0.0	0
j01	k10	j12	k03	3.0	0.0	0
j01	k10	j12	k04	4.0	0.0	0
j01	k10	j12	k05	5.0	0.0	0
j01	k10	j12	k06	6.0	0.0	0
j01	k10	j12	k07	7.0	0.0	0
j01	k10	j12	k08	8.0	0.0	0
j01	k10	j12	k09	9.0	0.0	0
j01	k10	j12	k10	10.0	0.0	0
j01	k10	j13	k01	1.0	0.0	0
j01	k10	j13	k02	2.0	0.0	0
j01	k10	j13	k03	3.0	0.0	0
j01	k10	j13	k04	4.0	0.0	0
j01	k10	j13	k05	5.0	0.0	0
j01	k10	j13	k06	6.0	0.0	0
j01	k10	j13	k07	7.0	0.0	0
j01	k10	j13	k08	8.0	0.0	0
j01	k10	j13	k09	9.0	0.0	0
j01	k10	j13	k10	10.0	0.0	0
j01	k10	j14	k01	1.0	0.0	0
j01	k10	j14	k02	2.0	0.0	0
j01	k10	j14	k03	3.0	0.0	0
j01	k10	j14	k04	4.0	0.0	0
j01	k10	j14	k05	5.0	0.0	0
j01	k10	j14	k06	6.0	0.0	0
j01	k10	j14	k07	7.0	0.0	0
j01	k10	j14	k08	8.0	0.0	0
j01	k10	j14	k09	9.0	0.0	0
j01	k10	j14	k10	10.0	0.0	0
j01	k10	j15	k01	1.0	0.0	0
j01	k10	j15	k02	2.0	0.0	0
j01	k10	j15	k03	3.0	0.0	0
j01	k10	j15	k04	4.0	0.0	0
j01	k10	j15	k05	5.0	0.0	0
j01	k10	j15	k06	6.0	0.0	0
j01	k10	j15	k07	7.0	0.0	0
j01	k10	j15	k08	8.0	0.0	0
j01	k10	j15	k09	9.0	0.0	0
j01	k10	j15	k10	10.0	0.0	0
j01	k10	j16	k01	1.0	0.0	0
j01	k10	j16	k02	2.0	0.0	0
j01	k10	j16	k03	3.0	0.0	0
j01	k10	j16	k04	4.0	0.0	0
j01	k10	j16	k05	5.0	0.0	0
j01	k10	j16	k06	6.0	0.0	0
j01	k10	j16	k07	7.0	0.0	0
j01	k10	j16	k08	8.0	0.0	0
j01	k10	j16	k09	9.0	0.0	0
j01	k10	j16	k10	10.0	0.0	0
j02	k01	j01	k01	1.0	0.0	1
j02	k01	j01	k02	2.0	0.0	1
j02	k01	j01	k03	3.0	0.0	0
j02	k01	j01	k04	4.0	0.0	0
j02	k01	j01	k05	5.0	0.0	0
j02	k01	j01	k06	6.0	0.0	0
j02	k01	j01	k07	7.0	0.0	0
j02	k01	j01	k08	8.0	0.0	0
j02	k01	j01	k09	9.0	0.0	0
j02	k01	j01	k10	10.0	0.0	0
j02	k01	j02	k01	1.0	1.0	1
j02	k01	j02	k02	2.0	1.0	1
j02	k01	j02	k03	3.0	0.0	0
j02	k01	j02	k04	4.0	0.0	0
j02	k01	j02	k05	5.0	0.0	0
j02	k01	j02	k06	6.0	0.0	0
j02	k01	j02	k07	7.0	0.0	0
j02	k01	j02	k08	8.0	0.0	0
j02	k01	j02	k09	9.0	0.0	0
j02	k01	j02	k10	10.0	0.0	0
j02	k01	j03	k01	1.0	0.0	1
j02	k01	j03	k02	2.0	0.0	1
j02	k01	j03	k03	3.0	0.0	0
j02	k01	j03	k04	4.0	0.0	0
j02	k01	j03	k05	5.0	0.0	0
j02	k01	j03	k06	6.0	0.0	0
j02	k01	j03	k07	7.0	0.0	0
j02	k01	j03	k08	8.0	0.0	0
j02	k01	j03	k09	9.0	0.0	0
j02	k01	j03	k10	10.0	0.0	0
j02	k01	j04	k01	1.0	0.0	0
j02	k01	j04	k02	2.0	0.0	0
j02	k01	j04	k03	3.0	0.0	0
j02	k01	j04	k04	4.0	0.0	0
j02	k01	j04	k05	5.0	0.0	0
j02	k01	j04	k06	6.0	0.0	0
j02	k01	j04	k07	7.0	0.0	0
j02	k01	j04	k08	8.0	0.0	0
j02	k01	j04	k09	9.0	0.0	0
j02	k01	j04	k10	10.0	0.0	0
j02	k01	j05	k01	1.0	0.0	0
j02	k01	j05	k02	2.0	0.0	0
j02	k01	j05	k03	3.0	0.0	0
j02	k01	j05	k04	4.0	0.0	0
j02	k01	j05	k05	5.0	0.0	0
j02	k01	j05	k06	6.0	0.0	0
j02	k01	j05	k07	7.0	0.0	0
j02	k01	j05	k08	8.0	0.0	0
j02	k01	j05	k09	9.0	0.0	0
j02	k01	j05	k10	10.0	0.0	0
j02	k01	j06	k01	1.0	0.0	0
j02	k01	j06	k02	2.0	0.0	0
j02	k01	j06	k03	3.0	0.0	0
j02	k01	j06	k04	4.0	0.0	0
j02	k01	j06	k05	5.0	0.0	0
j02	k01	j06	k06	6.0	0.0	0
j02	k01	j06	k07	7.0	0.0	0
j02	k01	j06	k08	8.0	0.0	0
j02	k01	j06	k09	9.0	0.0	0
j02	k01	j06	k10	10.0	0.0	0
j02	k01	j07	k01	1.0	0.0	0
j02	k01	j07	k02	2.0	0.0	0
j02	k01	j07	k03	3.0	0.0	0
j02	k01	j07	k04	4.0	0.0	0
j02	k01	j07	k05	5.0	0.0	0
j02	k01	j07	k06	6.0	0.0	0
j02	k01	j07	k07	7.0	0.0	0
j02	k01	j07	k08	8.0	0.0	0
j02	k01	j07	k09	9.0	0.0	0
j02	k01	j07	k10	10.0	0.0	0
j02	k01	j08	k01	1.0	0.0	0
j02	k01	j08	k02	2.0	0.0	0
j02	k01	j08	k03	3.0	0.0	0
j02	k01	j08	k04	4.0	0.0	0
j02	k01	j08	k05	5.0	0.0	0
j02	k01	j08	k06	6.0	0.0	0
j02	k01	j08	k07	7.0	0.0	0
j02	k01	j08	k08	8.0	0.0	0
j02	k01	j08	k09	9.0	0.0	0
j02	k01	j08	k10	10.0	0.0	0
j02	k01	j09	k01	1.0	0.0	0
j02	k01	j09	k02	2.0	0.0	0
j02	k01	j09	k03	3.0	0.0	0
j02	k01	j09	k04	4.0	0.0	0
j02	k01	j09	k05	5.0	0.0	0
j02	k01	j09	k06	6.0	0.0	0
j02	k01	j09	k07	7.0	0.0	0
j02	k01	j09	k08	8.0	0.0	0
j02	k01	j09	k09	9.0	0.0	0
j02	k01	j09	k10	10.0	0.0	0
j02	k01	j10	k01	1.0	0.0	0
j02	k01	j10	k02	2.0	0.0	0
j02	k01	j10	k03	3.0	0.0	0
j02	k01	j10	k04	4.0	0.0	0
j02	k01	j10	k05	5.0	0.0	0
j02	k01	j10	k06	6.0	0.0	0
j02	k01	j10	k07	7.0	0.0	0
j02	k01	j10	k08	8.0	0.0	0
j02	k01	j10	k09	9.0	0.0	0
j02	k01	j10	k10	10.0	0.0	0
j02	k01	j11	k01	1.0	0.0	0
j02	k01	j11	k02	2.0	0.0	0
j02	k01	j11	k03	3.0	0.0	0
j02	k01	j11	k04	4.0	0.0	0
j02	k01	j11	k05	5.0	0.0	0
j02	k01	j11	k06	6.0	0.0	0
j02	k01	j11	k07	7.0	0.0	0
j02	k01	j11	k08	8.0	0.0	0
j02	k01	j11	k09	9.0	0.0	0
j02	k01	j11	k10	10.0	0.0	0
j02	k01	j12	k01	1.0	0.0	0
j02	k01	j12	k02	2.0	0.0	0
j02	k01	j12	k03	3.0	0.0	0
j02	k01	j12	k04	4.0	0.0	0
j02	k01	j12	k05	5.0	0.0	0
j02	k01	j12	k06	6.0	0.0	0
j02	k01	j12	k07	7.0	0.0	0
j02	k01	j12	k08	8.0	0.0	0
j02	k01	j12	k09	9.0	0.0	0
j02	k01	j12	k10	10.0	0.0	0
j02	k01	j13	k01	1.0	0.0	0
j02	k01	j13	k02	2.0	0.0	0
j02	k01	j13	k03	3.0	0.0	0
j02	k01	j13	k04	4.0	0.0	0
j02	k01	j13	k05	5.0	0.0	0
j02	k01	j13	k06	6.0	0.0	0
j02	k01	j13	k07	7.0	0.0	0
j02	k01	j13	k08	8.0	0.0	0
j02	k01	j13	k09	9.0	0.0	0
j02	k01	j13	k10	10.0	0.0	0
j02	k01	j14	k01	1.0	0.0	0
j02	k01	j14	k02	2.0	0.0	0
j02	k01	j14	k03	3.0	0.0	0
j02	k01	j14	k04	4.0	0.0	0
j02	k01	j14	k05	5.0	0.0	0
j02	k01	j14	k06	6.0	0.0	0
j02	k01	j14	k07	7.0	0.0	0
j02	k01	j14	k08	8.0	0.0	0
j02	k01	j14	k09	9.0	0.0	0
j02	k01	j14	k10	10.0	0.0	0
j02	k01	j15	k01	1.0	0.0	0
j02	k01	j15	k02	2.0	0.0	0
j02	k01	j15	k03	3.0	0.0	0
j02	k01	j15	k04	4.0	0.0	0
j02	k01	j15	k05	5.0	0.0	0
j02	k01	j15	k06	6.0	0.0	0
j02	k01	j15	k07	7.0	0.0	0
j02	k01	j15	k08	8.0	0.0	0
j02	k01	j15	k09	9.0	0.0	0
j02	k01	j15	k10	10.0	0.0	0
j02	k01	j16	k01	1.0	0.0	0
j02	k01	j16	k02	2.0	0.0	0
j02	k01	j16	k03	3.0	0.0	0
j02	k01	j16	k04	4.0	0.0	0
j02	k01	j16	k05	5.0	0.0	0
j02	k01	j16	k06	6.0	0.0	0
j02	k01	j16	k07	7.0	0.0	0
j02	k01	j16	k08	8.0	0.0	0
j02	k01	j16	k09	9.0	0.0	0
j02	k01	j16	k10	10.0	0.0	0
j02	k02	j01	k01	1.0	0.0	0
j02	k02	j01	k02	2.0	1.0	1
j02	k02	j01	k03	3.0	0.0	1
j02	k02	j01	k04	4.0	0.0	0
j02	k02	j01	k05	5.0	1.0	1
j02	k02	j01	k06	6.0	0.0	0
j02	k02	j01	k07	7.0	0.0	0
j02	k02	j01	k08	8.0	0.0	0
j02	k02	j01	k09	9.0	0.0	0
j02	k02	j01	k10	10.0	0.0	0
j02	k02	j02	k01	1.0	0.0	0
j02	k02	j02	k02	2.0	1.0	1
j02	k02	j02	k03	3.0	1.0	1
j02	k02	j02	k04	4.0	0.0	0
j02	k02	j02	k05	5.0	1.0	1
j02	k02	j02	k06	6.0	0.0	0
j02	k02	j02	k07	7.0	0.0	0
j02	k02	j02	k08	8.0	0.0	0
j02	k02	j02	k09	9.0	0.0	0
j02	k02	j02	k10	10.0	0.0	0
j02	k02	j03	k01	1.0	0.0	0
j02	k02	j03	k02	2.0	1.0	1
j02	k02	j03	k03	3.0	0.0	1
j02	k02	j03	k04	4.0	0.0	0
j02	k02	j03	k05	5.0	1.0	1
j02	k02	j03	k06	6.0	0.0	0
j02	k02	j03	k07	7.0	0.0	0
j02	k02	j03	k08	8.0	0.0	0
j02	k02	j03	k09	9.0	0.0	0
j02	k02	j03	k10	10.0	0.0	0
j02	k02	j04	k01	1.0	0.0	0
j02	k02	j04	k02	2.0	0.0	0
j02	k02	j04	k03	3.0	0.0	0
j02	k02	j04	k04	4.0	0.0	0
j02	k02	j04	k05	5.0	0.0	0
j02	k02	j04	k06	6.0	0.0	0
j02	k02	j04	k07	7.0	0.0	0
j02	k02	j04	k08	8.0	0.0	0
j02	k02	j04	k09	9.0	0.0	0
j02	k02	j04	k10	10.0	0.0	0
j02	k02	j05	k01	1.0	0.0	0
j02	k02	j05	k02	2.0	0.0	0
j02	k02	j05	k03	3.0	0.0	0
j02	k02	j05	k04	4.0	0.0	0
j02	k02	j05	k05	5.0	0.0	0
j02	k02	j05	k06	6.0	0.0	0
j02	k02	j05	k07	7.0	0.0	0
j02	k02	j05	k08	8.0	0.0	0
j02	k02	j05	k09	9.0	0.0	0
j02	k02	j05	k10	10.0	0.0	0
j02	k02	j06	k01	1.0	0.0	0
j02	k02	j06	k02	2.0	0.0	0
j02	k02	j06	k03	3.0	0.0	0
j02	k02	j06	k04	4.0	0.0	0
j02	k02	j06	k05	5.0	0.0	0
j02	k02	j06	k06	6.0	0.0	0
j02	k02	j06	k07	7.0	0.0	0
j02	k02	j06	k08	8.0	0.0	0
j02	k02	j06	k09	9.0	0.0	0
j02	k02	j06	k10	10.0	0.0	0
j02	k02	j07	k01	1.0	0.0	0
j02	k02	j07	k02	2.0	0.0	0
j02	k02	j07	k03	3.0	0.0	0
j02	k02	j07	k04	4.0	0.0	0
j02	k02	j07	k05	5.0	0.0	0
j02	k02	j07	k06	6.0	0.0	0
j02	k02	j07	k07	7.0	0.0	0
j02	k02	j07	k08	8.0	0.0	0
j02	k02	j07	k09	9.0	0.0	0
j02	k02	j07	k10	10.0	0.0	0
j02	k02	j08	k01	1.0	0.0	0
j02	k02	j08	k02	2.0	0.0	0
j02	k02	j08	k03	3.0	0.0	0
j02	k02	j08	k04	4.0	0.0	0
j02	k02	j08	k05	5.0	0.0	0
j02	k02	j08	k06	6.0	0.0	0
j02	k02	j08	k07	7.0	0.0	0
j02	k02	j08	k08	8.0	0.0	0
j02	k02	j08	k09	9.0	0.0	0
j02	k02	j08	k10	10.0	0.0	0
j02	k02	j09	k01	1.0	0.0	0
j02	k02	j09	k02	2.0	0.0	0
j02	k02	j09	k03	3.0	0.0	0
j02	k02	j09	k04	4.0	0.0	0
j02	k02	j09	k05	5.0	0.0	0
j02	k02	j09	k06	6.0	0.0	0
j02	k02	j09	k07	7.0	0.0	0
j02	k02	j09	k08	8.0	0.0	0
j02	k02	j09	k09	9.0	0.0	0
j02	k02	j09	k10	10.0	0.0	0
j02	k02	j10	k01	1.0	0.0	0
j02	k02	j10	k02	2.0	0.0	0
j02	k02	j10	k03	3.0	0.0	0
j02	k02	j10	k04	4.0	0.0	0
j02	k02	j10	k05	5.0	0.0	0
j02	k02	j10	k06	6.0	0.0	0
j02	k02	j10	k07	7.0	0.0	0
j02	k02	j10	k08	8.0	0.0	0
j02	k02	j10	k09	9.0	0.0	0
j02	k02	j10	k10	10.0	0.0	0
j02	k02	j11	k01	1.0	0.0	0
j02	k02	j11	k02	2.0	0.0	0
j02	k02	j11	k03	3.0	0.0	0
j02	k02	j11	k04	4.0	0.0	0
j02	k02	j11	k05	5.0	0.0	0
j02	k02	j11	k06	6.0	0.0	0
j02	k02	j11	k07	7.0	0.0	0
j02	k02	j11	k08	8.0	0.0	0
j02	k02	j11	k09	9.0	0.0	0
j02	k02	j11	k10	10.0	0.0	0
j02	k02	j12	k01	1.0	0.0	0
j02	k02	j12	k02	2.0	0.0	0
j02	k02	j12	k03	3.0	0.0	0
j02	k02	j12	k04	4.0	0.0	0
j02	k02	j12	k05	5.0	0.0	0
j02	k02	j12	k06	6.0	0.0	0
j02	k02	j12	k07	7.0	0.0	0
j02	k02	j12	k08	8.0	0.0	0
j02	k02	j12	k09	9.0	0.0	0
j02	k02	j12	k10	10.0	0.0	0
j02	k02	j13	k01	1.0	0.0	0
j02	k02	j13	k02	2.0	0.0	0
j02	k02	j13	k03	3.0	0.0	0
j02	k02	j13	k04	4.0	0.0	0
j02	k02	j13	k05	5.0	0.0	0
j02	k02	j13	k06	6.0	0.0	0
j02	k02	j13	k07	7.0	0.0	0
j02	k02	j13	k08	8.0	0.0	0
j02	k02	j13	k09	9.0	0.0	0
j02	k02	j13	k10	10.0	0.0	0
j02	k02	j14	k01	1.0	0.0	0
j02	k02	j14	k02	2.0	0.0	0
j02	k02	j14	k03	3.0	0.0	0
j02	k02	j14	k04	4.0	0.0	0
j02	k02	j14	k05	5.0	0.0	0
j02	k02	j14	k06	6.0	0.0	0
j02	k02	j14	k07	7.0	0.0	0
j02	k02	j14	k08	8.0	0.0	0
j02	k02	j14	k09	9.0	0.0	0
j02	k02	j14	k10	10.0	0.0	0
j02	k02	j15	k01	1.0	0.0	0
j02	k02	j15	k02	2.0	0.0	0
j02	k02	j15	k03	3.0	0.0	0
j02	k02	j15	k04	4.0	0.0	0
j02	k02	j15	k05	5.0	0.0	0
j02	k02	j15	k06	6.0	0.0	0
j02	k02	j15	k07	7.0	0.0	0
j02	k02	j15	k08	8.0	0.0	0
j02	k02	j15	k09	9.0	0.0	0
j02	k02	j15	k10	10.0	0.0	0
j02	k02	j16	k01	1.0	0.0	0
j02	k02	j16	k02	2.0	0.0	0
j02	k02	j16	k03	3.0	0.0	0
j02	k02	j16	k04	4.0	0.0	0
j02	k02	j16	k05	5.0	0.0	0
j02	k02	j16	k06	6.0	0.0	0
j02	k02	j16	k07	7.0	0.0	0
j02	k02	j16	k08	8.0	0.0	0
j02	k02	j16	k09	9.0	0.0	0
j02	k02	j16	k10	10.0	0.0	0
j02	k03	j01	k01	1.0	0.0	0
j02	k03	j01	k02	2.0	0.0	0
j02	k03	j01	k03	3.0	1.0	1
j02	k03	j01	k04	4.0	0.0	1
j02	k03	j01	k05	5.0	0.0	0
j02	k03	j01	k06	6.0	0.0	0
j02	k03	j01	k07	7.0	0.0	0
j02	k03	j01	k08	8.0	0.0	0
j02	k03	j01	k09	9.0	0.0	0
j02	k03	j01	k10	10.0	0.0	0
j02	k03	j02	k01	1.0	0.0	0
j02	k03	j02	k02	2.0	0.0	0
j02	k03	j02	k03	3.0	1.0	1
j02	k03	j02	k04	4.0	1.0	1
j02	k03	j02	k05	5.0	0.0	0
j02	k03	j02	k06	6.0	0.0	0
j02	k03	j02	k07	7.0	0.0	0
j02	k03	j02	k08	8.0	0.0	0
j02	k03	j02	k09	9.0	0.0	0
j02	k03	j02	k10	10.0	0.0	0
j02	k03	j03	k01	1.0	0.0	0
j02	k03	j03	k02	2.0	0.0	0
j02	k03	j03	k03	3.0	1.0	1
j02	k03	j03	k04	4.0	0.0	1
j02	k03	j03	k05	5.0	0.0	0
j02	k03	j03	k06	6.0	0.0	0
j02	k03	j03	k07	7.0	0.0	0
j02	k03	j03	k08	8.0	0.0	0
j02	k03	j03	k09	9.0	0.0	0
j02	k03	j03	k10	10.0	0.0	0
j02	k03	j04	k01	1.0	0.0	0
j02	k03	j04	k02	2.0	0.0	0
j02	k03	j04	k03	3.0	0.0	0
j02	k03	j04	k04	4.0	0.0	0
j02	k03	j04	k05	5.0	0.0	0
j02	k03	j04	k06	6.0	0.0	0
j02	k03	j04	k07	7.0	0.0	0
j02	k03	j04	k08	8.0	0.0	0
j02	k03	j04	k09	9.0	0.0	0
j02	k03	j04	k10	10.0	0.0	0
j02	k03	j05	k01	1.0	0.0	0
j02	k03	j05	k02	2.0	0.0	0
j02	k03	j05	k03	3.0	0.0	0
j02	k03	j05	k04	4.0	0.0	0
j02	k03	j05	k05	5.0	0.0	0
j02	k03	j05	k06	6.0	0.0	0
j02	k03	j05	k07	7.0	0.0	0
j02	k03	j05	k08	8.0	0.0	0
j02	k03	j05	k09	9.0	0.0	0
j02	k03	j05	k10	10.0	0.0	0
j02	k03	j06	k01	1.0	0.0	0
j02	k03	j06	k02	2.0	0.0	0
j02	k03	j06	k03	3.0	0.0	0
j02	k03	j06	k04	4.0	0.0	0
j02	k03	j06	k05	5.0	0.0	0
j02	k03	j06	k06	6.0	0.0	0
j02	k03	j06	k07	7.0	0.0	0
j02	k03	j06	k08	8.0	0.0	0
j02	k03	j06	k09	9.0	0.0	0
j02	k03	j06	k10	10.0	0.0	0
j02	k03	j07	k01	1.0	0.0	0
j02	k03	j07	k02	2.0	0.0	0
j02	k03	j07	k03	3.0	0.0	0
j02	k03	j07	k04	4.0	0.0	0
j02	k03	j07	k05	5.0	0.0	0
j02	k03	j07	k06	6.0	0.0	0
j02	k03	j07	k07	7.0	0.0	0
j02	k03	j07	k08	8.0	0.0	0
j02	k03	j07	k09	9.0	0.0	0
j02	k03	j07	k10	10.0	0.0	0
j02	k03	j08	k01	1.0	0.0	0
j02	k03	j08	k02	2.0	0.0	0
j02	k03	j08	k03	3.0	0.0	0
j02	k03	j08	k04	4.0	0.0	0
j02	k03	j08	k05	5.0	0.0	0
j02	k03	j08	k06	6.0	0.0	0
j02	k03	j08	k07	7.0	0.0	0
j02	k03	j08	k08	8.0	0.0	0
j02	k03	j08	k09	9.0	0.0	0
j02	k03	j08	k10	10.0	0.0	0
j02	k03	j09	k01	1.0	0.0	0
j02	k03	j09	k02	2.0	0.0	0
j02	k03	j09	k03	3.0	0.0	0
j02	k03	j09	k04	4.0	0.0	0
j02	k03	j09	k05	5.0	0.0	0
j02	k03	j09	k06	6.0	0.0	0
j02	k03	j09	k07	7.0	0.0	0
j02	k03	j09	k08	8.0	0.0	0
j02	k03	j09	k09	9.0	0.0	0
j02	k03	j09	k10	10.0	0.0	0
j02	k03	j10	k01	1.0	0.0	0
j02	k03	j10	k02	2.0	0.0	0
j02	k03	j10	k03	3.0	0.0	0
j02	k03	j10	k04	4.0	0.0	0
j02	k03	j10	k05	5.0	0.0	0
j02	k03	j10	k06	6.0	0.0	0
j02	k03	j10	k07	7.0	0.0	0
j02	k03	j10	k08	8.0	0.0	0
j02	k03	j10	k09	9.0	0.0	0
j02	k03	j10	k10	10.0	0.0	0
j02	k03	j11	k01	1.0	0.0	0
j02	k03	j11	k02	2.0	0.0	0
j02	k03	j11	k03	3.0	0.0	0
j02	k03	j11	k04	4.0	0.0	0
j02	k03	j11	k05	5.0	0.0	0
j02	k03	j11	k06	6.0	0.0	0
j02	k03	j11	k07	7.0	0.0	0
j02	k03	j11	k08	8.0	0.0	0
j02	k03	j11	k09	9.0	0.0	0
j02	k03	j11	k10	10.0	0.0	0
j02	k03	j12	k01	1.0	0.0	0
j02	k03	j12	k02	2.0	0.0	0
j02	k03	j12	k03	3.0	0.0	0
j02	k03	j12	k04	4.0	0.0	0
j02	k03	j12	k05	5.0	0.0	0
j02	k03	j12	k06	6.0	0.0	0
j02	k03	j12	k07	7.0	0.0	0
j02	k03	j12	k08	8.0	0.0	0
j02	k03	j12	k09	9.0	0.0	0
j02	k03	j12	k10	10.0	0.0	0
j02	k03	j13	k01	1.0	0.0	0
j02	k03	j13	k02	2.0	0.0	0
j02	k03	j13	k03	3.0	0.0	0
j02	k03	j13	k04	4.0	0.0	0
j02	k03	j13	k05	5.0	0.0	0
j02	k03	j13	k06	6.0	0.0	0
j02	k03	j13	k07	7.0	0.0	0
j02	k03	j13	k08	8.0	0.0	0
j02	k03	j13	k09	9.0	0.0	0
j02	k03	j13	k10	10.0	0.0	0
j02	k03	j14	k01	1.0	0.0	0
j02	k03	j14	k02	2.0	0.0	0
j02	k03	j14	k03	3.0	0.0	0
j02	k03	j14	k04	4.0	0.0	0
j02	k03	j14	k05	5.0	0.0	0
j02	k03	j14	k06	6.0	0.0	0
j02	k03	j14	k07	7.0	0.0	0
j02	k03	j14	k08	8.0	0.0	0
j02	k03	j14	k09	9.0	0.0	0
j02	k03	j14	k10	10.0	0.0	0
j02	k03	j15	k01	1.0	0.0	0
j02	k03	j15	k02	2.0	0.0	0
j02	k03	j15	k03	3.0	0.0	0
j02	k03	j15	k04	4.0	0.0	0
j02	k03	j15	k05	5.0	0.0	0
j02	k03	j15	k06	6.0	0.0	0
j02	k03	j15	k07	7.0	0.0	0
j02	k03	j15	k08	8.0	0.0	0
j02	k03	j15	k09	9.0	0.0	0
j02	k03	j15	k10	10.0	0.0	0
j02	k03	j16	k01	1.0	0.0	0
j02	k03	j16	k02	2.0	0.0	0
j02	k03	j16	k03	3.0	0.0	0
j02	k03	j16	k04	4.0	0.0	0
j02	k03	j16	k05	5.0	0.0	0
j02	k03	j16	k06	6.0	0.0	0
j02	k03	j16	k07	7.0	0.0	0
j02	k03	j16	k08	8.0	0.0	0
j02	k03	j16	k09	9.0	0.0	0
j02	k03	j16	k10	10.0	0.0	0
j02	k04	j01	k01	1.0	0.0	0
j02	k04	j01	k02	2.0	0.0	0
j02	k04	j01	k03	3.0	0.0	0
j02	k04	j01	k04	4.0	0.0	0
j02	k04	j01	k05	5.0	0.0	1
j02	k04	j01	k06	6.0	0.0	0
j02	k04	j01	k07	7.0	0.0	0
j02	k04	j01	k08	8.0	0.0	0
j02	k04	j01	k09	9.0	0.0	0
j02	k04	j01	k10	10.0	0.0	0
j02	k04	j02	k01	1.0	0.0	0
j02	k04	j02	k02	2.0	0.0	0
j02	k04	j02	k03	3.0	0.0	0
j02	k04	j02	k04	4.0	0.0	0
j02	k04	j02	k05	5.0	1.0	1
j02	k04	j02	k06	6.0	0.0	0
j02	k04	j02	k07	7.0	0.0	0
j02	k04	j02	k08	8.0	0.0	0
j02	k04	j02	k09	9.0	0.0	0
j02	k04	j02	k10	10.0	0.0	0
j02	k04	j03	k01	1.0	0.0	0
j02	k04	j03	k02	2.0	0.0	0
j02	k04	j03	k03	3.0	0.0	0
j02	k04	j03	k04	4.0	0.0	0
j02	k04	j03	k05	5.0	1.0	1
j02	k04	j03	k06	6.0	0.0	0
j02	k04	j03	k07	7.0	0.0	0
j02	k04	j03	k08	8.0	0.0	0
j02	k04	j03	k09	9.0	0.0	0
j02	k04	j03	k10	10.0	0.0	0
j02	k04	j04	k01	1.0	0.0	0
j02	k04	j04	k02	2.0	0.0	0
j02	k04	j04	k03	3.0	0.0	0
j02	k04	j04	k04	4.0	0.0	0
j02	k04	j04	k05	5.0	0.0	0
j02	k04	j04	k06	6.0	0.0	0
j02	k04	j04	k07	7.0	0.0	0
j02	k04	j04	k08	8.0	0.0	0
j02	k04	j04	k09	9.0	0.0	0
j02	k04	j04	k10	10.0	0.0	0
j02	k04	j05	k01	1.0	0.0	0
j02	k04	j05	k02	2.0	0.0	0
j02	k04	j05	k03	3.0	0.0	0
j02	k04	j05	k04	4.0	0.0	0
j02	k04	j05	k05	5.0	0.0	0
j02	k04	j05	k06	6.0	0.0	0
j02	k04	j05	k07	7.0	0.0	0
j02	k04	j05	k08	8.0	0.0	0
j02	k04	j05	k09	9.0	0.0	0
j02	k04	j05	k10	10.0	0.0	0
j02	k04	j06	k01	1.0	0.0	0
j02	k04	j06	k02	2.0	0.0	0
j02	k04	j06	k03	3.0	0.0	0
j02	k04	j06	k04	4.0	0.0	0
j02	k04	j06	k05	5.0	0.0	0
j02	k04	j06	k06	6.0	0.0	0
j02	k04	j06	k07	7.0	0.0	0
j02	k04	j06	k08	8.0	0.0	0
j02	k04	j06	k09	9.0	0.0	0
j02	k04	j06	k10	10.0	0.0	0
j02	k04	j07	k01	1.0	0.0	0
j02	k04	j07	k02	2.0	0.0	0
